component,unit,p_lo,p_hi,x0_lo,x0_hi,n,med,signed_median
ty,mrad,3.0,5.0,250.0,400.0,34,0.048827549118843044,-0.017651981170839492
ty,mrad,3.0,5.0,400.0,700.0,21,0.08498233941245381,-0.04970935182797148
ty,mrad,5.0,7.0,-700.0,-400.0,6,0.14900509937845405,0.12605761187507378
ty,mrad,5.0,7.0,-400.0,-250.0,11,0.06557904020336805,0.019346815636806305
ty,mrad,5.0,7.0,-250.0,-150.0,22,0.02026483940812708,0.013256897373522397
ty,mrad,5.0,7.0,-150.0,-75.0,24,0.018049676760010028,-0.009536236599412898
ty,mrad,5.0,7.0,-75.0,0.0,46,0.021375557658047037,-0.0013357225889937263
ty,mrad,5.0,7.0,0.0,75.0,48,0.018139898730755097,0.005721621373154517
ty,mrad,5.0,7.0,75.0,150.0,35,0.027709294790127098,-0.005944469181708156
ty,mrad,5.0,7.0,150.0,250.0,18,0.02622214956010671,0.0005321321813744895
ty,mrad,5.0,7.0,250.0,400.0,16,0.07421552956698063,-0.04137629170276186
ty,mrad,5.0,7.0,400.0,700.0,7,0.16480322391465574,-0.16480322391465574
ty,mrad,7.0,10.0,-700.0,-400.0,1,0.2039310321501342,-0.2039310321501342
ty,mrad,7.0,10.0,-400.0,-250.0,8,0.03402173475631175,-0.024237541095189358
ty,mrad,7.0,10.0,-250.0,-150.0,11,0.021583745453239433,-0.0026308589767471465
ty,mrad,7.0,10.0,-150.0,-75.0,22,0.012157074904876192,-0.008725927600681388
ty,mrad,7.0,10.0,-75.0,0.0,50,0.019764526463780796,-0.010389932253591569
ty,mrad,7.0,10.0,0.0,75.0,46,0.013200269157378347,-0.002002212044310142
ty,mrad,7.0,10.0,75.0,150.0,33,0.017458064392225636,0.010393397689136864
ty,mrad,7.0,10.0,150.0,250.0,11,0.05080531933014665,-0.0061264650625947326
ty,mrad,7.0,10.0,250.0,400.0,9,0.08978069105326086,0.08978069105326086
ty,mrad,7.0,10.0,400.0,700.0,6,0.11341514443804698,0.09480820542473109
ty,mrad,10.0,15.0,-700.0,-400.0,1,0.015952619094230375,0.015952619094230375
ty,mrad,10.0,15.0,-400.0,-250.0,1,0.07854175480727366,-0.07854175480727366
ty,mrad,10.0,15.0,-250.0,-150.0,12,0.03304258317136716,-0.025386404533461054
ty,mrad,10.0,15.0,-150.0,-75.0,28,0.020837873794861017,-0.013496763261396788
ty,mrad,10.0,15.0,-75.0,0.0,58,0.014399218670882626,-0.01053741285672347
ty,mrad,10.0,15.0,0.0,75.0,69,0.01131137656890796,0.0005058612422385866
ty,mrad,10.0,15.0,75.0,150.0,26,0.016736542137029548,0.0042017071482502305
ty,mrad,10.0,15.0,150.0,250.0,4,0.03702945975449928,0.0014950758423799143
ty,mrad,10.0,15.0,250.0,400.0,3,0.061582110916821864,0.061582110916821864
ty,mrad,10.0,15.0,400.0,700.0,6,0.23221398247185582,0.15085190312581764
ty,mrad,15.0,20.0,-700.0,-400.0,0,nan,nan
ty,mrad,15.0,20.0,-400.0,-250.0,0,nan,nan
ty,mrad,15.0,20.0,-250.0,-150.0,4,0.036820763699912246,-0.012066381199368759
ty,mrad,15.0,20.0,-150.0,-75.0,12,0.025412945248810912,-0.01681393304844587
ty,mrad,15.0,20.0,-75.0,0.0,35,0.019230963248788313,-0.011920627726293154
ty,mrad,15.0,20.0,0.0,75.0,40,0.016562059407690052,-0.002947045561419977
ty,mrad,15.0,20.0,75.0,150.0,14,0.02380379291015266,0.012636677822393597
ty,mrad,15.0,20.0,150.0,250.0,2,0.011609796946915676,0.011609796946915676
ty,mrad,15.0,20.0,250.0,400.0,1,0.08513402698956396,0.08513402698956396
ty,mrad,15.0,20.0,400.0,700.0,1,0.2017707483583514,0.2017707483583514
ty,mrad,20.0,30.0,-700.0,-400.0,0,nan,nan
ty,mrad,20.0,30.0,-400.0,-250.0,0,nan,nan
ty,mrad,20.0,30.0,-250.0,-150.0,4,0.03860465315192428,-0.01746002914102332
ty,mrad,20.0,30.0,-150.0,-75.0,13,0.021171720381484016,-0.00550611513763441
ty,mrad,20.0,30.0,-75.0,0.0,45,0.014389592717224762,-0.010144383894374748
ty,mrad,20.0,30.0,0.0,75.0,35,0.012273019387495226,0.012273019387495226
ty,mrad,20.0,30.0,75.0,150.0,16,0.007476485758337384,0.007476485758337384
ty,mrad,20.0,30.0,150.0,250.0,2,0.0330554636846659,0.0330554636846659
ty,mrad,20.0,30.0,250.0,400.0,0,nan,nan
ty,mrad,20.0,30.0,400.0,700.0,0,nan,nan
ty,mrad,30.0,50.0,-700.0,-400.0,0,nan,nan
ty,mrad,30.0,50.0,-400.0,-250.0,0,nan,nan
ty,mrad,30.0,50.0,-250.0,-150.0,2,0.06629065510868441,-0.06629065510868441
ty,mrad,30.0,50.0,-150.0,-75.0,4,0.0143796704731693,0.003162549620886043
ty,mrad,30.0,50.0,-75.0,0.0,20,0.013044383521150851,0.010231432864125922
ty,mrad,30.0,50.0,0.0,75.0,25,0.018369659566691912,0.018369659566691912
ty,mrad,30.0,50.0,75.0,150.0,3,0.002032684077135985,-0.002032684077135985
ty,mrad,30.0,50.0,150.0,250.0,1,0.008758518894269119,0.008758518894269119
ty,mrad,30.0,50.0,250.0,400.0,0,nan,nan
ty,mrad,30.0,50.0,400.0,700.0,0,nan,nan
ty,mrad,50.0,100.0,-700.0,-400.0,0,nan,nan
ty,mrad,50.0,100.0,-400.0,-250.0,0,nan,nan
ty,mrad,50.0,100.0,-250.0,-150.0,1,0.006382293986681442,0.006382293986681442
ty,mrad,50.0,100.0,-150.0,-75.0,0,nan,nan
ty,mrad,50.0,100.0,-75.0,0.0,9,0.010423972669398873,0.010423972669398873
ty,mrad,50.0,100.0,0.0,75.0,13,0.020683508479236654,0.020683508479236654
ty,mrad,50.0,100.0,75.0,150.0,1,0.015398417578776913,0.015398417578776913
ty,mrad,50.0,100.0,150.0,250.0,0,nan,nan
ty,mrad,50.0,100.0,250.0,400.0,0,nan,nan
ty,mrad,50.0,100.0,400.0,700.0,0,nan,nan
ty,mrad,100.0,200.0,-700.0,-400.0,0,nan,nan
ty,mrad,100.0,200.0,-400.0,-250.0,0,nan,nan
ty,mrad,100.0,200.0,-250.0,-150.0,0,nan,nan
ty,mrad,100.0,200.0,-150.0,-75.0,0,nan,nan
ty,mrad,100.0,200.0,-75.0,0.0,1,0.007806912364603097,0.007806912364603097
ty,mrad,100.0,200.0,0.0,75.0,5,0.016220141391982273,0.016220141391982273
ty,mrad,100.0,200.0,75.0,150.0,0,nan,nan
ty,mrad,100.0,200.0,150.0,250.0,0,nan,nan
ty,mrad,100.0,200.0,250.0,400.0,0,nan,nan
ty,mrad,100.0,200.0,400.0,700.0,0,nan,nan
